Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	Lesotho	LSO	36.43600082	33.19300079	38.52700043	36.97600174	41.55699921	35.88100052	39.29999924	44.1570015	27.27000046	22.95599937	28.35199928	34.64099884	30.37000084	38.04000092	37.22499847	34.95399857	34.85200119	35.45999908	34.38399887	25.85700035	28.19000053	23.15699959	24.57999992	24.75699997	26.97500038	27.78199959	27.24500084	28.48200035
Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	Libya	LBY	20.17399979	19.41900063	19.36100006	19.82600021	18.65699959	19.88100052	19.62800026	19.61499977	19.62299919	19.80699921	19.31399918	19.29100037	20.32999992	19.5170002	19.99300003	19.43099976	19.29500008	18.87100029	18.28300095	18.61599922	15.79300022	19.03000069	18.74099922	18.48800087	18.35700035	18.42300034	17.68400002	15.68400002
Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	Macedonia	MKD	35.70100021	35.67399979	35.83499908	36.02799988	35.81499863	36.2120018	36	34.5	32.40000153	32.20000076	30.52000046	31.94000053	36.68999863	37.15999985	37.25	36.02999878	34.93000031	33.75999832	32.18000031	32.02000046	31.37999916	31.02000046	29	28.03000069	26.06999969	23.71999931	22.37999916	22.29599953
Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	Montenegro	MNE	27.06599998	26.15200043	26.03700066	32.02799988	30.43400002	33.04999924	29.58300018	29.92900085	28.30500031	32.05500031	29.6060009	29.83300018	30.00600052	30.40699959	30.30999947	24.85499954	19.39999962	17.14999962	19.09000015	19.68000031	19.70999908	19.72999954	19.5	18	17.52000046	17.70000076	16.06999969	16.11599922
Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	Morocco	MAR	17.29999924	16	15.89999962	19.44400024	22.89999962	18.10000038	16.89999962	19.12000084	13.93999958	13.57999992	12.46000004	11.59000015	11.92000008	10.82999992	11.01000023	9.670000076	9.56000042	9.569999695	9.100000381	9.06000042	8.909999847	8.989999771	9.229999542	9.699999809	9.659999847	9.399999619	9.331999779	9.288000107
Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	Mozambique	MOZ	25.05900002	22.72599983	22.65500069	22.44799995	22.20999908	22.40399933	22.39299965	22.24699974	22.06599998	21.87899971	21.85300064	21.6989994	21.56599998	21.63599968	21.70700073	21.77499962	21.82500076	21.9090004	22.0189991	22.16600037	22.34300041	22.54999924	23.26799965	25.29999924	25.29999924	25.15399933	25.04100037	24.91300011
Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	Namibia	NAM	19.13999939	19.08099937	18.99900055	19.39999962	19.09900093	18.8409996	19.5	19.48999977	19.47599983	20.29999924	20.51099968	20.74099922	20.97500038	22.09000015	22.23800087	22.38400078	22.5529995	22.73399925	22.92000008	22.10000038	20.77700043	16.77000046	19.03000069	18.52000046	19.59199905	23.35000038	23.33499908	23.28499985
Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	Serbia	SRB	12.62800026	12.48499966	12.61299992	13.61999989	13.39999962	13.19999981	13.80000019	13.69999981	13.69999981	12.60000038	12.80000019	13.80000019	15.19999981	18.5	20.85000038	20.85000038	18.05999947	13.63000011	16.10000038	19.21999931	22.96999931	24	22.14999962	19.21999931	17.92000008	15.26000023	14.10499954	13.08399963
Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	South Africa	ZAF	20.12100029	20.00699997	20.01600075	20	16.89999962	21	22.89999962	25	25.37000084	23.27000046	25.37000084	27.18000031	27.12000084	24.67000008	23.84000015	22.62000084	22.32999992	22.43000031	23.54000092	24.69000053	24.64999962	24.72999954	24.56999969	24.89999962	25.15999985	26.54999924	27.32999992	27.37299919
Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	Spain	ESP	15.93000031	17.70000076	22.15999985	24.20999908	22.67000008	22.13999939	20.70000076	18.67000008	15.47999954	13.78999996	10.35000038	11.14999962	11.27999973	11.09000015	9.149999619	8.449999809	8.229999542	11.25	17.86000061	19.86000061	21.38999939	24.79000092	26.09000015	24.44000053	22.05999947	19.62999916	17.21999931	14.54899979
Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	St. Lucia	LCA	17.80999947	16.68499947	17.32600021	17.01000023	16.29999924	16.31999969	20.46999931	21.60000038	18.09000015	16.48999977	13.07999992	20.38999939	22.18000031	20.96999931	18.70000076	16	14	12.72000027	15.36999989	20.63999939	18.86000061	19.05999947	22.20999908	22.65500069	24.09000015	21.26000023	20.9829998	20.4260006
Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	St. Vincent and the Grenadines	VCT	19.77000046	18.93899918	19.45000076	20.3029995	18.92900085	19.87999916	19.32099915	19.14800072	19.5720005	19.60899925	21.10000038	19.78499985	19.22299957	19.07799911	18.8939991	17.95599937	18.01399994	18.79999924	18.84199905	18.81599998	18.50300026	18.18099976	17.88400078	18.22800064	17.98800087	18.21100044	18.28499985	18.25300026
Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	Suriname	SUR	21.625	17.28000069	15.64000034	12.69999981	8.390000343	10.88000011	10.56000042	10.63000011	13.60000038	12.79599953	10.87899971	10.75199986	9.74600029	9.489999771	9.803999901	9.336000443	9.19699955	9.102999687	9.020000458	7.559999943	6.927999973	6.289000034	4.840000153	6.940000057	7.21999979	8.175000191	8.123999596	8.052000046
Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	Trinidad and Tobago	TTO	18.52000046	19.65999985	19.80999947	18.44000053	17.21999931	16.25	15.01000023	14.21000004	13.11999989	12.10000038	10.88000011	10.39000034	10.47999954	8.329999924	7.949999809	6.269999981	5.539999962	4.630000114	5.28000021	5.929999828	4.659999847	5.039999962	3.589999914	3.309999943	3.390000105	4.373000145	4.842000008	5.074999809
