Series Name	Series Code	Country Name	Country Code	1960 [YR1960]	1961 [YR1961]	1962 [YR1962]	1963 [YR1963]	1964 [YR1964]	1965 [YR1965]	1966 [YR1966]	1967 [YR1967]	1968 [YR1968]	1969 [YR1969]	1970 [YR1970]	1971 [YR1971]	1972 [YR1972]	1973 [YR1973]	1974 [YR1974]	1975 [YR1975]	1976 [YR1976]	1977 [YR1977]	1978 [YR1978]	1979 [YR1979]	1980 [YR1980]	1981 [YR1981]	1982 [YR1982]	1983 [YR1983]	1984 [YR1984]	1985 [YR1985]	1986 [YR1986]	1987 [YR1987]	1988 [YR1988]	1989 [YR1989]	1990 [YR1990]	1991 [YR1991]	1992 [YR1992]	1993 [YR1993]	1994 [YR1994]	1995 [YR1995]	1996 [YR1996]	1997 [YR1997]	1998 [YR1998]	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]	2018 [YR2018]
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Moldova	MDA	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3235.38961	3438.444924	2965.191581	2583.896244	2221.349228	2094.365349	1979.416252	1863.057604	1859.430147	1742.527627	1638.095699	1804.507386	1872.449326	2101.927717	1960.906729	2047.737712	2166.121975	1996.415901	2028.229958	1740.799034	1722.886713	1470.230501	1514.530474	1352.792108	1386.234439	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Monaco	MCO	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Mongolia	MNG	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1468.353139	1556.436772	1559.500783	1598.783374	1604.851547	1489.369982	1340.44631	1223.979297	1099.328385	1077.835699	1090.930137	1085.658218	1057.929224	1068.522111	1042.437342	1053.625623	1071.17353	1096.716031	1139.195703	1195.915464	1251.956305	1299.055673	1333.88896	1425.728017	1380.660041	1492.636352	1500.625019	1594.043975	1902.334071	2017.513619	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Montenegro	MNE	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6314.905228	6451.770253	6564.643799	6287.187849	5010.561319	5419.51607	5741.203943	5415.717989	4574.964545	4612.34139	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Morocco	MAR	..	..	..	..	..	..	..	..	..	..	..	125.2202365	138.9038385	152.1482137	157.7197955	163.1683485	178.6856272	192.3058659	205.8514857	222.2751303	236.515294	248.3472646	261.7903433	280.047353	282.5170243	294.044879	306.6374188	310.5401594	340.0826815	334.7093105	358.1314078	370.4089323	400.8685964	400.8397625	420.068993	429.8393454	432.5833632	450.0123823	478.753295	452.3966819	489.0878809	523.9218703	534.9621555	580.4529074	610.9820031	633.1036232	686.7330458	715.8484976	732.1298275	744.2974887	774.3683908	823.8883054	874.4280466	878.5869314	901.1284488	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Mozambique	MOZ	..	..	..	..	..	..	..	..	..	..	..	50.77255347	49.91786999	56.88073768	67.28745798	55.10177685	60.84869159	56.41433762	59.74371015	36.3479674	36.46083149	36.01725334	47.62578991	37.21052816	29.01870111	30.96021728	36.44207226	41.54871172	33.91641626	38.89854929	41.36583027	54.66462919	53.08703979	49.73698495	43.50385003	45.37051914	45.0510554	53.46872837	48.14206636	67.89928318	123.1480266	271.8847596	260.5584697	367.1525889	440.0201746	441.7611756	449.0551858	449.153875	432.3589369	431.8981802	440.3955922	440.6751593	445.3859673	436.1367087	462.6202881	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Myanmar	MMR	..	..	..	..	..	..	..	..	..	..	..	20.46254605	21.85682271	23.49426706	23.15027415	26.04134511	28.23054556	30.56736759	32.0027811	33.72796276	34.82199667	31.19587406	32.99167948	33.39127972	36.00329135	42.85066133	42.83757352	43.0530247	38.18389761	40.93479068	44.87246546	41.56332887	44.95166976	51.48096254	54.83207933	58.05106792	58.50208628	65.42484172	65.81415209	69.0610237	76.276489	69.25024482	73.90716463	80.81907752	81.33344075	75.5734829	89.15689595	90.2757133	95.00856027	100.259655	125.4089848	155.7176661	157.3161091	186.8287082	216.7776086	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Namibia	NAM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1049.981579	1007.451175	1073.088617	946.0278655	937.5609762	1008.503424	956.2283896	1038.901647	1097.929971	994.0729454	1028.136177	1063.630808	1106.449169	1380.132071	1451.139555	1540.568965	1549.582555	1589.935315	1541.852282	1546.588624	1567.957697	1610.029268	1631.757982	1584.568822	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Nauru	NRU	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Nepal	NPL	..	..	..	..	..	..	..	..	..	..	..	6.043891064	7.600347184	5.797120977	7.20836563	6.67876649	9.030101071	9.909336749	10.60288793	11.67046105	12.48140958	14.23043201	17.5559593	18.71742448	20.18689146	22.36312987	25.90471183	28.20217539	30.43583614	32.96250245	35.46779029	37.51613272	37.32216595	38.77728527	41.59652046	44.21307825	46.56815736	46.89634831	49.61431867	55.43638259	59.30690697	64.97866444	67.97918876	70.90003324	74.75468944	77.37822903	84.23083829	88.19429692	84.07659219	97.45297342	102.5047536	114.6113057	118.01117	131.4260946	139.1436806	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Netherlands	NLD	1353.399443	1421.03353	1528.50037	1647.505935	1778.740542	1914.153151	2088.188493	2243.653677	2487.250113	2710.905682	2948.339406	3146.463257	3414.689007	3612.310204	3735.237418	3773.140348	4009.790303	4077.457107	4251.131498	4403.106651	4364.160624	4292.700717	4237.777804	4300.250503	4412.165074	4517.089587	4566.68477	4722.933873	4924.155632	5052.627779	5218.202041	5327.476851	5441.655472	5494.112372	5643.106948	5719.061109	5905.992197	6066.243238	6257.890883	6349.319584	6507.105925	6599.26537	6641.740762	6695.715124	6882.970221	6912.372085	7025.834479	7157.378577	7173.046299	6856.281897	7006.273821	7060.053768	6876.589753	6833.911435	6712.774758	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	New Caledonia	NCL	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	New Zealand	NZL	2457.205498	2616.853329	2751.813054	3078.837191	3250.560842	3513.163902	3677.641167	3712.418781	3880.499254	4087.925563	4271.533782	4694.006309	5306.656565	5525.95144	5461.520654	5795.465603	6094.840058	6149.926287	6150.519031	6180.443873	6343.602429	6496.847899	6872.405817	7299.409246	7512.627436	7555.665055	7875.119367	7901.294894	8133.032832	8465.385548	8972.310649	8842.379331	8636.633916	8909.355579	8927.900552	9106.822018	9072.883173	9090.524423	9125.032765	9138.744752	9384.348187	9417.343126	9526.655692	9407.032181	9666.299694	9673.673771	9700.090809	9640.607983	9556.317198	9403.848836	9601.903142	9458.485401	9360.949162	9089.619774	9026.321041	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Nicaragua	NIC	..	..	..	..	..	..	..	..	..	..	..	225.6682693	244.7275719	222.4753328	262.1828362	270.671702	305.8088071	336.9419525	325.5993164	250.2094316	259.6994994	267.7501123	277.1046638	293.3724194	295.9174172	288.4803851	283.6511833	297.4547914	293.3132147	323.2834352	308.3556417	301.4066509	304.2982474	293.9063566	281.1495944	293.5674472	313.7777802	352.857119	344.37963	331.5379238	347.736411	346.6156938	355.5867336	370.9301436	396.632354	416.9665802	429.7081342	464.1345168	477.9689217	484.0661415	514.1412369	537.03455	579.5367381	598.0745565	580.4791722	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Niger	NER	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	32.67866487	30.75099711	30.39488278	29.78619517	33.51867127	36.7149005	34.88520856	39.13190438	39.2684124	42.68393281	44.32111917	47.525186	49.51602317	48.46314836	51.44081546	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Nigeria	NGA	..	..	..	..	..	..	..	..	..	..	..	28.57132385	32.72953981	35.30169214	32.85038245	45.77617938	51.57434443	59.16763178	60.66942739	59.79721056	68.02274369	50.8726838	81.84796783	81.68655927	62.02626063	80.40586844	90.83122891	89.24920207	87.08651773	97.01182365	87.02635714	89.5459865	90.00059199	100.8254658	95.50496151	91.43473797	85.85523956	81.95717324	76.92522495	75.72464297	74.4491249	75.52798212	104.6035917	101.8696822	123.5656488	129.257719	111.693028	138.8363146	127.1787957	120.5747217	136.3616921	150.1316244	156.7329688	142.6764793	144.4799245	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Northern Mariana Islands	MNP	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Norway	NOR	7681.140521	8404.620755	9390.978307	9658.705203	10553.44407	11416.35296	11655.97126	12256.97502	13494.8746	13230.21737	13454.12503	14084.40961	14488.41649	15541.79001	16286.77491	16313.92407	16913.42006	16515.36343	17314.78112	18862.29081	18725.67689	19431.16841	19357.74561	20497.37043	21939.81352	22559.09429	22177.62158	22800.13518	22979.99187	22859.30047	23353.91502	23808.62992	23787.32181	23967.11867	24247.26394	24528.44386	23998.84419	24326.03424	25424.10364	25057.1896	24993.7263	25590.68943	24620.33613	23201.39413	24214.10698	25083.21453	24099.93226	24855.00046	24866.13431	23859.70958	24890.92401	23510.38383	24070.98592	23806.88488	22999.9346	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Oman	OMN	..	..	..	..	..	..	..	..	..	..	..	14.68677776	29.62455386	50.8060189	95.01774456	153.0535892	252.3076989	364.0796557	398.9155693	483.581581	623.7119698	754.5549805	899.1474377	1044.745525	1240.324595	1467.548753	1793.509418	1843.981964	1979.600933	1986.0323	2186.89299	2154.431555	2245.273857	2445.332321	2498.105592	2581.33824	2620.865163	2784.725392	3064.113239	3082.595465	3201.952741	3436.048749	3522.706096	3550.983019	3830.655965	3923.912572	4209.073899	4378.160722	4776.706461	5239.439434	5521.032662	5879.031331	6236.427177	6296.408361	6553.519696	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Pakistan	PAK	..	..	..	..	..	..	..	..	..	..	..	93.55449097	91.0361642	101.3170407	107.3672046	111.2476944	107.9443746	110.224319	121.7707176	139.8216767	136.0221911	147.7007587	159.2649356	171.0012	183.6175387	198.8299913	214.1197252	228.2897203	255.4229332	264.3885575	277.3531242	297.3166723	333.8897283	334.8963371	345.363224	357.9280709	359.4695655	362.9955357	344.2561539	356.1669953	372.399485	378.1882524	384.7867669	409.8213013	429.1077813	463.0573335	486.7913695	480.986525	442.7093755	458.8398247	465.1613235	455.3224139	450.3811453	481.8763388	471.0415689	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Palau	PLW	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Panama	PAN	..	..	..	..	..	..	..	..	..	..	..	525.2332682	570.9544642	630.2714159	617.3809511	634.882435	675.9875922	714.9502963	695.6697081	796.3180902	773.2826303	787.7338585	836.6106612	903.8902626	858.3635619	892.6334534	917.7571461	963.1925022	870.1276441	831.1665553	833.2628493	877.8601297	910.319726	958.6849018	1012.226067	1062.878459	1084.630503	1173.465044	1180.842268	1219.373875	1266.521623	1289.128597	1324.118485	1359.539869	1424.053101	1455.052072	1477.930543	1571.888643	1626.724698	1639.387772	1744.884061	1824.001519	1954.180005	2016.953665	2062.763545	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Papua New Guinea	PNG	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Paraguay	PRY	..	..	..	..	..	..	..	..	..	..	..	81.64524235	88.95772736	104.5471229	112.7216477	116.4473038	130.3475247	157.3904527	187.5313866	214.5754928	241.7760004	265.0196121	261.6791006	266.8941855	292.621236	294.1315847	335.9130787	385.2849461	432.1124113	447.621793	505.4889455	525.7424117	559.6994723	627.9307656	702.8255997	785.9940977	796.8063689	833.8781418	840.9784431	859.7371875	887.4724197	873.9279817	884.7965485	839.5224636	828.2284957	863.7745117	920.8206438	984.0502072	1033.550368	1092.88155	1178.606275	1282.53548	1368.035805	1472.994584	1563.505329	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Peru	PER	..	..	..	..	..	..	..	..	..	..	..	394.4007498	412.9337296	416.7460337	433.3626984	441.8268823	449.6831534	477.6692431	470.7998862	480.7751109	502.8480706	529.378899	553.7775442	518.2621909	554.4099809	547.0976757	569.6067158	594.082353	556.5785959	553.7029375	546.3502475	578.9582145	475.9191339	522.3809911	533.4607768	546.3676163	588.7220832	606.7488484	642.1492786	655.1310244	680.1883968	706.0562698	740.8238049	764.9862806	802.8395941	837.2928906	887.6225298	968.128767	1039.453278	1040.635578	1094.314271	1241.667126	1211.314738	1267.596676	1307.510966	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Philippines	PHL	..	..	..	..	..	..	..	..	..	..	..	235.7598717	260.45869	321.8872958	309.3900888	314.4681198	329.2182582	328.1990999	328.5318573	345.3832183	373.5049044	337.3252654	338.1367999	362.4523961	341.3210439	350.1237619	311.3751269	319.3673456	343.1205652	360.578354	360.7418351	353.8583734	334.9802105	335.1975575	377.1749993	398.5210146	428.2808579	462.0558276	478.3402401	467.3822033	499.3488463	518.8832806	522.3838216	555.5692451	575.4707987	576.6495507	568.2533898	582.3828814	585.5637301	590.1266675	639.540799	645.4379681	666.4936315	685.6650324	699.2050698	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Poland	POL	904.5650014	987.9188359	1062.177277	1092.699922	1167.040523	1251.011689	1361.541618	1484.064463	1592.740347	1701.901482	1806.834985	1955.770433	2111.741866	2264.728454	2413.202403	2593.164309	2741.243964	2871.914913	2988.079713	3009.85465	3076.419254	2884.208228	2900.127106	3044.749661	3159.8086	3260.426185	3384.360243	3519.95969	3568.534849	3537.923881	3272.302311	3088.228938	2961.395739	2977.7121	2993.177532	3060.888875	3159.041817	3206.237778	3206.591771	3171.757384	3256.180455	3260.033263	3208.392157	3324.471392	3416.118632	3437.323998	3584.962188	3661.646104	3725.748778	3590.832081	3797.092296	3879.542094	3899.176642	3938.255208	3971.799761	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Portugal	PRT	320.1728301	350.1947966	379.1422823	409.8399232	459.527645	486.8537811	543.0528978	572.4253255	614.599424	681.1145157	763.9021611	835.2850312	911.5420668	994.7759206	1080.946476	1075.82694	1136.940575	1248.985398	1343.656004	1466.474628	1558.52076	1567.295974	1644.711122	1740.031623	1774.268544	1873.176867	1974.536552	2057.72046	2201.782305	2399.30035	2541.865759	2676.643674	2815.877106	2803.202312	2870.833031	3076.846048	3195.864047	3352.465833	3545.010352	3795.22928	3988.960824	4119.670488	4271.168528	4375.732217	4533.539695	4682.991013	4827.467182	4890.560188	4850.837413	4843.849694	4959.094305	4848.279337	4736.351771	4685.054787	4662.6008	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Puerto Rico	PRI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Qatar	QAT	..	..	..	..	..	..	..	..	..	..	..	2637.660772	3033.692371	2952.735147	2992.765315	3801.402565	4136.082284	4976.896894	6314.649675	8703.783979	9710.646855	9929.718228	10010.95906	9515.993008	9556.164063	10062.49309	10273.11199	9828.550863	9623.834482	9513.49947	9587.675388	8986.832577	9834.173197	10365.53514	10757.35316	10739.01316	11837.93346	12078.00856	13800.11991	14027.64436	14353.32375	15006.01408	15760.64145	16228.90968	16231.03228	15467.1896	15702.97175	15192.92084	14457.20348	14232.64059	14821.23712	14761.37443	15462.40747	14445.4077	15309.42938	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Romania	ROU	..	..	..	..	..	..	..	..	..	..	..	1632.08419	1786.720729	1906.921113	2018.980163	2214.610852	2418.749316	2550.135833	2664.742543	2694.100737	2872.094439	2946.263756	2922.090309	2971.164015	3077.868321	3129.890729	3315.722826	3275.680485	3392.624976	3412.004547	2924.596266	2521.003837	2319.572749	2272.124228	2234.735085	2328.794358	2430.301529	2250.999801	2107.445463	1935.560812	1987.66019	2066.783933	2079.796062	2237.937816	2295.570505	2365.419564	2446.286077	2529.906888	2605.819735	2390.574743	2550.863291	2639.033434	2604.243137	2494.533918	2584.411787	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Russian Federation	RUS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6673.178594	6541.171009	6107.47937	5724.091032	5190.729155	5101.555493	5016.447012	4935.621707	4848.030373	4998.8387	5198.416768	5274.377721	5304.431723	5478.14413	5633.855746	5770.112336	6098.538123	6286.050536	6399.684466	6095.380575	6409.895218	6485.760845	6617.136241	6539.211202	6602.657525	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Rwanda	RWA	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Samoa	WSM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	San Marino	SMR	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Sao Tome and Principe	STP	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Saudi Arabia	SAU	..	..	..	..	..	..	..	..	..	..	..	323.7177417	357.9978023	414.6500757	502.0303615	533.7405466	725.5762627	836.0460489	1108.776199	1605.621844	1961.173024	2236.014084	2641.092389	2719.010813	3036.211469	3054.109392	3381.711689	3636.254738	3735.675813	3837.535853	3994.839165	4098.749163	4373.135987	4719.494954	4809.435157	4904.450246	4942.143298	5102.182063	5444.196085	5585.085861	5637.557363	5919.095709	6021.461946	6472.568237	6326.087902	6590.281948	6820.487714	6923.850005	7188.992462	7468.336731	7973.513579	8023.544144	8522.896147	8816.31724	9444.215664	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Senegal	SEN	..	..	..	..	..	..	..	..	..	..	..	73.83003324	74.6942508	80.18104623	79.75265433	83.05969216	86.48138064	91.72298349	97.26702243	102.0537397	102.8135877	105.906818	95.7760725	105.2373619	109.7096716	103.9363502	101.4035113	103.1347151	104.2490858	100.2920067	103.2344546	102.1868368	108.7210334	103.8421599	109.3727771	108.6135582	109.3148632	116.6744667	121.2521074	117.3548669	101.6789471	123.3410992	145.7170583	125.9489513	138.4636504	157.9377823	157.1374268	181.1588558	158.309309	189.0698504	199.1293279	199.6855854	210.7488788	210.1935367	223.4961633	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Serbia	SRB	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4628.658054	4411.480487	4274.547161	3479.533937	3411.148213	3789.986489	4132.561211	4291.317805	4302.99911	3979.363962	4198.715706	4434.370241	4480.344352	4332.679062	4258.251568	3921.906459	4040.44002	4159.137225	4291.843158	4224.397665	4358.812174	4489.57085	4386.534552	4444.222971	4271.744667	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Seychelles	SYC	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Sierra Leone	SLE	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Singapore	SGP	..	..	..	..	..	..	..	..	..	..	..	1154.810923	1371.02769	1599.179207	1634.227285	1728.100415	1884.620416	2073.710919	2368.28688	2529.473463	2718.371794	2778.704495	2814.319171	3045.809103	3255.59316	3444.133077	3693.604934	4088.599169	4398.989778	4639.187745	4983.046353	5104.809027	5236.639265	5499.972687	5842.562023	6069.219346	6312.685523	6829.225629	6965.754086	7187.671378	7575.435954	7516.1696	7756.318921	8113.587306	8314.325321	8678.168168	8720.022084	8706.579067	8401.048395	8114.367449	8679.99335	8651.755275	8673.985216	8680.606361	8844.687593	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Sint Maarten (Dutch part)	SXM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Slovak Republic	SVK	..	..	..	..	..	..	..	..	..	..	..	2696.684044	2829.469119	3026.212742	3138.205353	3111.768994	3260.460837	3413.489637	3468.62299	3806.459359	4358.595651	4411.789626	4439.280022	4520.842715	4624.05919	4841.364432	4941.625056	5085.164393	5150.462919	5266.168582	5542.170903	5115.12279	4699.137571	4570.442444	4582.581961	4925.961381	5150.407724	5068.08939	4682.297576	5028.706343	4955.907896	5027.452807	5051.59839	5021.798222	5097.835556	4932.803281	5153.121484	5272.370783	5294.435099	4954.138251	5201.404897	5347.526223	5137.789018	5202.467288	5137.073835	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Slovenia	SVN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5334.905446	5087.452468	4943.155465	4950.932498	5240.160186	5312.904549	5365.50828	5434.662198	5574.706466	5675.615026	5777.995651	6006.34519	6380.951903	6578.034236	6830.705073	6917.860467	7123.537771	7137.824175	6920.244039	6104.421845	6510.841884	6753.073664	6718.975052	6779.280887	6727.999302	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Solomon Islands	SLB	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Somalia	SOM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	South Africa	ZAF	..	..	..	..	..	..	..	..	..	..	..	2161.921572	2303.490327	2411.225946	2529.898191	2642.48931	2770.927481	2839.118628	2980.300832	3192.950462	3376.929082	3534.312468	3609.003041	3654.420258	3900.00068	3989.45774	4084.438638	4064.603688	4152.28719	4177.063464	4152.977095	4051.05852	3927.213323	3956.758386	4003.8428	4093.12214	4633.819535	4744.597341	4535.281079	4399.498211	4503.774084	4226.645998	4444.524967	4470.822484	4498.97865	4547.651272	4638.224223	4777.05886	4606.629488	4385.254323	4510.216535	4543.628485	4352.392033	4279.247595	4198.401194	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	38.73081969	39.81215819	39.89256412	..	..	..	..
